0
0	1	1
1	1	0.155086
1	2	0.22617
1	3	0.618744
2	2	0.800947
2	3	6.00979e-11
2	4	0.199053
3	3	0.627241
3	4	0.0738759
3	5	0.298883
4	4	0.758779
4	5	0.00930948
4	6	0.231912
5	5	0.415695
5	6	0.196825
5	7	0.387479
6	6	0.63397
6	7	2.51814e-06
6	8	0.366028
7	7	0.824532
7	8	0.175468
8	8	0.979527
