1	0	0.148301
1	1	0.271732
1	2	0.0325865
1	3	2.36189e-128
1	6	6.38468e-12
1	8	0
1	10	4.25997e-56
1	11	1.20217e-05
1	12	0
1	13	0
1	14	8.32076e-200
1	16	5.48893e-88
1	17	0
1	19	0.0319685
1	22	0.314231
1	23	0.0408832
1	24	0.0164269
1	25	0.143858
2	0	1.04489e-09
2	1	7.49832e-08
2	2	3.97345e-15
2	3	0
2	6	0.0508193
2	8	0
2	10	0.107291
2	11	0.0268026
2	12	0
2	13	0
2	14	1.10412e-178
2	16	0.133971
2	17	0
2	19	2.31007e-260
2	22	1.46253e-07
2	23	0.681115
2	24	6.70713e-31
2	25	2.81994e-112
3	0	0.335909
3	1	2.94902e-27
3	2	0.389701
3	3	0
3	6	0.131088
3	8	1.03548e-131
3	10	1.20766e-37
3	11	2.05041e-68
3	12	0
3	13	0
3	14	1.63957e-62
3	16	0.000140425
3	17	0
3	19	0
3	22	0.114619
3	23	0.00129792
3	24	0.0272451
3	25	1.4618e-232
4	0	0.999981
4	1	2.07905e-155
4	2	1.13801e-26
4	3	4.56508e-126
4	6	4.74394e-35
4	8	6.0895e-24
4	10	2.13566e-132
4	11	0
4	12	0
4	13	0
4	14	2.961e-15
4	16	8.71057e-27
4	17	0
4	19	0
4	22	3.54337e-12
4	23	1.90897e-33
4	24	1.94506e-05
4	25	0
5	0	3.53721e-10
5	1	7.0105e-158
5	2	0.961709
5	3	5.34439e-90
5	6	1.2363e-31
5	8	1.09089e-18
5	10	8.76766e-121
5	11	0
5	12	0
5	13	0
5	14	1.05785e-10
5	16	6.45687e-12
5	17	0
5	19	0
5	22	2.57235e-22
5	23	3.22015e-15
5	24	0.0382909
5	25	0
6	0	3.84722e-08
6	1	0
6	2	3.01378e-63
6	3	1.64877e-06
6	6	9.08804e-86
6	8	0.273863
6	10	0
6	11	0
6	12	0
6	13	0
6	14	0.0842654
6	16	9.70366e-125
6	17	5.8539e-38
6	19	0
6	22	1.09553e-79
6	23	7.26667e-157
6	24	0.64187
6	25	4.29602e-73
7	0	0.0426365
7	1	0
7	2	0.00279661
7	3	2.73894e-07
7	6	0.154805
7	8	0.0373896
7	10	0
7	11	0
7	12	2.97699e-51
7	13	0
7	14	0.186948
7	16	1.24429e-88
7	17	2.36673e-23
7	19	0
7	22	0.411284
7	23	6.39746e-108
7	24	0.16414
7	25	6.41772e-77
8	0	2.96405e-61
8	1	0.342391
8	2	0
8	3	0.217391
8	6	0
8	8	8.15951e-14
8	10	0
8	11	0.00543478
8	12	0.0163044
8	13	0.00543478
8	14	5.29079e-86
8	16	0
8	17	0.0108696
8	19	0.0108696
8	22	1.86474e-25
8	23	0.228261
8	24	2.59236e-08
8	25	0.163044
