1	0	0
1	1	0
1	2	0
1	3	0
1	6	0
1	7	8.02842e-15
1	8	0
1	9	0.0557632
1	10	0
1	11	0.0820791
1	12	0
1	13	0.155955
1	14	0
1	15	0
1	16	0
1	17	0
1	18	0.0859319
1	19	0.419135
1	20	0.0873136
1	21	0.113823
1	22	0
1	23	0
1	24	0
1	25	0
2	0	0
2	1	0
2	2	0
2	3	7.18576e-92
2	6	0
2	7	3.25337e-48
2	8	0
2	9	3.34854e-15
2	10	0
2	11	8.99633e-46
2	12	0
2	13	0.906865
2	14	0
2	15	0
2	16	0
2	17	0
2	18	5.53077e-42
2	19	5.12168e-07
2	20	5.50734e-41
2	21	0.0931349
2	22	0
2	23	0
2	24	5.54027e-153
2	25	2.80183e-84
3	0	3.17883e-232
3	1	0
3	2	0
3	3	4.95817e-47
3	6	0
3	7	0.0426458
3	8	0
3	9	0.0990015
3	10	0
3	11	0.0563873
3	12	0
3	13	6.65745e-19
3	14	0
3	15	0
3	16	0
3	17	0
3	18	0.155115
3	19	4.3183e-51
3	20	0.64549
3	21	0.00136069
3	22	0
3	23	0
3	24	2.5006e-107
3	25	1.34475e-76
4	0	1.06732e-55
4	1	6.32056e-105
4	2	2.36804e-186
4	3	9.46072e-05
4	6	0
4	7	4.23486e-41
4	8	5.08516e-277
4	9	0.0377698
4	10	0
4	11	1.30015e-20
4	12	0
4	13	8.79067e-06
4	14	0
4	15	0
4	16	0
4	17	2.80899e-316
4	18	1.70313e-28
4	19	5.42353e-56
4	20	8.93858e-22
4	21	0.938151
4	22	6.67244e-255
4	23	1.19351e-96
4	24	6.67292e-13
4	25	0.0239756
5	0	8.13417e-18
5	1	4.60549e-53
5	2	7.99694e-116
5	3	5.74814e-06
5	6	3.27226e-248
5	7	6.1306e-09
5	8	2.17846e-152
5	9	0.703019
5	10	0
5	11	0.106928
5	12	0
5	13	7.81725e-31
5	14	4.94066e-324
5	15	0
5	16	0
5	17	4.26345e-278
5	18	0.190032
5	19	7.86733e-23
5	20	1.43822e-05
5	21	2.55627e-07
5	22	2.11144e-80
5	23	5.79361e-59
5	24	2.11888e-07
5	25	6.68251e-23
6	0	0.0812111
6	1	8.32359e-07
6	2	1.49996e-126
6	3	0.112217
6	6	6.28858e-27
6	7	6.92846e-16
6	8	4.29512e-19
6	9	0.00110687
6	10	0
6	11	0.458288
6	12	1.36405e-112
6	13	9.87191e-31
6	14	1.07331e-31
6	15	6.63538e-210
6	16	4.81038e-237
6	17	1.60752e-33
6	18	3.29808e-10
6	19	0.0878327
6	20	3.63654e-30
6	21	1.69237e-13
6	22	3.38059e-21
6	23	3.02347e-06
6	24	0.203591
6	25	0.0557498
7	0	0.130339
7	1	1.08648e-12
7	2	0.0994968
7	3	6.07526e-15
7	6	7.37369e-07
7	7	0.327308
7	8	4.67688e-23
7	9	2.33041e-05
7	10	4.39854e-32
7	11	1.17107e-12
7	12	9.39216e-89
7	13	4.6609e-132
7	14	1.35673e-19
7	15	1.78138e-64
7	16	1.31698e-28
7	17	6.79296e-33
7	18	0.286397
7	19	7.72169e-22
7	20	0.0468364
7	21	1.25864e-63
7	22	0.109273
7	23	0.000323418
7	24	1.86268e-06
7	25	2.31326e-16
8	0	0.0132737
8	1	0.0599659
8	2	0.0075048
8	3	0.00997712
8	6	0.101481
8	7	6.28966e-22
8	8	0.059966
8	9	7.22794e-32
8	10	0.226026
8	11	4.84957e-19
8	12	0.0553533
8	13	5.463e-167
8	14	0.0691916
8	15	0.147609
8	16	0.110707
8	17	0.059966
8	18	9.27683e-142
8	19	6.66564e-25
8	20	8.2519e-15
8	21	5.24695e-107
8	22	3.60966e-06
8	23	0.0368061
8	24	0.0186635
8	25	0.0235063
